"Instituto Nacional de Estadística y Geografía",
"Índice Nacional de Precios al Consumidor y sus Componentes",

"Título"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC)"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías, Alimentos, bebidas y tabaco"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías, Mercancías no alimenticias"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios, Vivienda"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios, Educación (colegiaturas)"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios, Otros servicios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Precios al Consumidor (INPC)"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Mercancías"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Mercancías, Alimentos, bebidas y tabaco"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Mercancías, Mercancías no alimenticias"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios, Vivienda"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios, Educación (colegiaturas)"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios, Otros servicios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición)"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Agropecuarios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Agropecuarios, Frutas y verduras"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Agropecuarios, Pecuarios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Energéticos y tarifas autorizadas por el gobierno"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Energéticos y tarifas autorizadas por el gobierno, Energéticos"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",
"Dic 2012","80.5682432838512","83.1137367309841","81.6246685670814","78.5445003184417","84.2589653641488","84.4084001975282","87.8453213496212","79.7261122975707","82.3796827825115","73.2476184294759","75.095790967799","71.0702841213535","77.6880559881469","72.1043372380332","70.5122767753291","75.3179487528689","N/E","0.091979457909259","0.16005909733954","0.072481709145134","0.087577388198859","-0.068079639466095","0.030189927448932","0.000529881153677","-0.09879944810115","0.138132913887969","0.065004068100892","0.018150627439533","0.046853440598449","0.073128845787717","0.069447226092456","0.003681619683749",
"Ene 2013","80.8927820181501","83.4664891084121","81.8219883280595","78.8844850284605","84.3339668715695","84.8999660337866","88.0173545363672","80.1233507321958","83.2135737334796","73.4912570480914","74.9131763512024","70.098053462422","78.0097217880921","72.5852409532593","70.9287941564197","75.9353389998432","N/E","0.322569433211495","0.085192827732358","0.06775693894579","0.017435888766664","0.237376605426925","0.035608697787414","0.025956843893428","0.175811063665847","0.079822319973049","-0.02143709016396","-0.044475882719961","0.023038792633086","0.101259410142742","0.059820859214653","0.041438550939273",
"Feb 2013","81.2909429653224","83.8912588520788","81.9417084241495","79.0275596513333","84.4336565347188","85.597287000542","88.198182597588","80.3177804572937","84.5729568851955","73.8167034052769","74.9304728289627","71.0549981320394","77.4268649718226","73.0819824478467","71.261827395744","76.7810544132416","N/E","0.386867972542187","0.051482004816394","0.02839964704766","0.023082357761688","0.335385967731191","0.037279117695188","0.01265374933049","0.285453100624675","0.106197324107906","0.002022292216713","0.043601158937417","-0.041578866779275","0.104175031880578","0.047639044326047","0.056535987573233",
"Mar 2013","81.8874331390108","84.1436539624642","82.1129607161734","79.2282075780987","84.5796955524564","85.9221188626802","88.3637955243731","80.3257385131179","85.1519062171245","75.371150216908","78.3988181633798","78.3564148908289","78.4479847003875","73.5670147083846","71.8367852043811","77.0723644137969","N/E","0.228746283575996","0.07328054552122","0.039632267086721","0.033648278438385","0.155465737997345","0.033974880479707","0.000515379864448","0.120975477614428","0.504747215766208","0.403526889181666","0.331041354512231","0.072485533956861","0.101220326606237","0.081841831945821","0.019378494653949",
"Abr 2013","81.9415229280606","84.2110006163675","82.2309864362044","79.4552712127171","84.6044439665401","85.9452831306666","88.5095430373586","80.3464890931148","85.0506088359317","75.374109878941","79.5708447769742","79.90505274982","79.3618948393781","72.9047221161944","69.8206428738063","79.1570151229341","N/E","0.056951002126228","0.052419840634945","0.046609781163573","0.00581005947134","0.004531161490974","0.033156990851061","0.001443006184054","-0.030068835544128","0.008993757565565","0.144276863854332","0.071976928786378","0.072299935067971","-0.13528310628873","-0.285717095859682","0.150433989570948",
"May 2013","81.6688202416011","84.3772604243923","82.3719831185192","79.7081611602134","84.6497629976681","86.1336707585359","88.6845649582448","80.3951245080507","85.2960399144899","73.8314745734267","78.764960246867","75.3444017659047","80.9035252702179","70.9285775724176","66.7277194644743","79.4448943420162","N/E","0.150796164966386","0.05971111340909","0.049365307253126","0.010345806155921","0.091085051557281","0.037164105911916","0.003121270381574","0.050799675263847","-0.483444026778932","-0.093556020863553","-0.203676957005186","0.110120936141632","-0.389888005915382","-0.40864999386856","0.018761987953172",
"Jun 2013","81.619237934972","84.4855739258481","82.3839855112169","79.7506755543827","84.6356751996896","86.326342581021","88.9009953989723","80.4813331154696","85.4973481698473","73.3240895242378","76.4002902319871","69.4794600856383","80.7272577041566","71.5140318084787","67.3128486378858","80.0310075710145","-0.060972035294732","0.098567262977531","0.005099894456749","0.008326708331346","-0.003226813874823","0.093467368521498","0.046110163946084","0.005551067070997","0.041806137504413","-0.159539298272678","-0.275433364265663","-0.262800288307028","-0.012633075958629","0.115894065992932","0.077567744333197","0.038326321659742",
"Jul 2013","81.5921930404471","84.5142658816916","82.2507394248568","79.7955983411637","84.350080540109","86.4968750941461","89.0526141496581","80.6007123719079","85.7031447198995","73.1351468566437","75.2440707500958","67.8710180183498","79.8537719949501","71.8942414905693","67.739582376793","80.3168999507081","-0.033320181253168","0.026126133017849","-0.056651667334601","0.008803774835333","-0.065455442169934","0.082777800352458","0.032321842908446","0.007691651412791","0.042764306031168","-0.059446314270671","-0.134756947309388","-0.072116134738079","-0.062640812571319","0.075310633038768","0.056604540654421","0.018706092384353",
"Ago 2013","81.8243283851193","84.5906385063358","82.4650811799884","79.9270901796967","84.6352655708671","86.4524013871885","89.2246596484562","81.483794767679","85.1489474693363","73.8196691986416","76.3910061031874","71.4360486030745","79.4888916857282","72.3066768271254","68.1930301267856","80.6461916304967","0.285006","0.069566","0.091161","0.025777","0.065383","-0.021595","0.036688","0.056916","-0.115199","0.21544","0.133719","0.159895","-0.026175","0.081721","0.060168","0.021552",
"Sep 2013","82.1323396838752","84.8646543799927","82.8044695078715","80.1322250027467","85.0894513350469","86.669157921286","89.3411543002017","83.2447693268729","84.9897593928913","74.2262605006737","76.9527255451513","72.7195842263331","79.599324927727","72.6219896616131","68.5930021347457","80.7898765927969","0.376488","0.248885","0.143934","0.0401","0.103833","0.104951","0.024771","0.113175","-0.032996","0.127603","0.065303","0.057404","0.007899","0.062299","0.052921","0.009377",
"Oct 2013","82.5229881603462","85.0276829420878","82.8915542117441","80.3632048232848","85.0534942567146","86.8987052519904","89.4702651291159","83.2379922660023","85.3956183229195","75.274593250798","76.3996654087178","72.9391617691999","78.5632045172782","74.6125930324155","71.5137573897859","80.8948013982232","0.475292","0.147521","0.036793","0.044983","-0.008189","0.110727","0.027351","-0.000433","0.083809","0.327771","-0.064056","0.009783","-0.073839","0.391827","0.385004","0.006822",
"Nov 2013","83.2922651601659","85.1426641642195","82.8711714798115","80.3865546028132","84.9957167453426","87.1322509476371","89.6262803743764","83.247152985092","85.7782746302083","77.9372489199494","78.667469101506","78.7741021840822","78.6008011050841","77.5075823281707","75.7742283219174","81.0215767101","0.932118","0.103552","-0.008571","0.004525","-0.013097","0.112123","0.032894","0.000583","0.078644","0.828566","0.261416","0.25875","0.002666","0.567149","0.558945","0.008204",
"Dic 2013","83.7700582967726","85.4217193415501","83.1667133160935","80.6450299496349","85.3229533815128","87.3968655594263","89.7728907138821","83.2471529850187","86.2459951016648","78.9919916038096","80.1023187596785","80.9419741792777","79.5773583702131","78.3386674464504","76.365362585858","82.3391094617829","0.57418","0.248996","0.12313","0.049637","0.073492","0.125866","0.030626","0","0.095239","0.325184","0.163872","0.095246","0.068625","0.161312","0.076836","0.084475",
"Ene 2014","84.5190516256987","86.1498991285663","84.2178496224942","82.5409633458655","85.6517209097045","87.8421696732729","89.9661432483444","83.5852003637579","86.9831320034483","79.7985506302214","79.5620768212932","77.4892433567472","80.858031610895","79.9376934505971","77.7848391961051","84.3021324103159","0.893281","0.646033","0.43543","0.362015","0.073415","0.210603","0.040139","0.021221","0.149242","0.247247","-0.061348","-0.150831","0.089483","0.308595","0.183452","0.125143",
"Feb 2014","84.7331570406876","86.3925600222962","84.3239104889479","82.7682338865664","85.654137853551","88.2044777093531","90.1813509948045","83.8351865156978","87.5311750863944","79.9305293784833","79.0000883958259","75.8389053119078","80.9764895050371","80.4780072707599","78.4624132041064","84.564181359402","0.253479","0.21338","0.043546","0.043011","0.000534","0.169833","0.044303","0.015554","0.109975","0.040099","-0.063252","-0.071456","0.008203","0.103351","0.086794","0.016557",
"Mar 2014","84.9652923853597","86.5781193768294","84.4781275599806","82.8607573131072","85.8611079028831","88.4174895816053","90.3464407739581","83.8542432563673","87.8534876045004","80.297031522748","79.5634051359235","76.1561715870495","81.6936392876431","80.728702349247","78.8999846657331","84.4360256330946","0.273829","0.162756","0.063158","0.017466","0.045692","0.099597","0.0339","0.001182","0.064514","0.111073","0.063241","0.013702","0.049539","0.047832","0.055909","-0.008077",
"Abr 2014","84.8067792535609","86.8300868580246","84.6750273720829","83.1100266215002","86.0132276257625","88.7176905030354","90.4914976241346","83.8751324834274","88.399452646591","78.9525554791459","78.6714765967882","71.9910635228116","82.8481330760007","79.1179442323662","76.4198657692649","84.5877054741195","-0.185949","0.2204","0.080418","0.046927","0.033491","0.139981","0.029705","0.001292","0.108983","-0.406349","-0.09986","-0.179393","0.079532","-0.306489","-0.316023","0.009533",
"May 2014","84.5355790612417","86.9115546034515","84.9086002735165","83.5023192576855","86.1110825160887","88.6659302569308","90.6469555003683","83.9507362689128","88.0956192170353","77.6606390315309","79.2945059542056","69.339455264554","85.5184963726823","76.6992604639707","72.6430155337775","84.9224057912492","-0.319798","0.071393","0.095574","0.073989","0.021584","-0.02418","0.031894","0.004688","-0.060763","-0.391191","0.069884","-0.114418","0.184303","-0.461076","-0.482152","0.021076",
"Jun 2014","84.6820722399183","87.0962539760095","85.0543164896608","83.7864763161191","86.1384207889143","88.8847747417158","90.8093655618415","84.0694146442612","88.4034167093798","77.6954712510826","78.976046512364","67.9862913178154","85.8469438251565","76.9419719340654","72.9798927481246","84.9742169056947","0.17296","0.162379","0.059816","0.053766","0.006049","0.102563","0.033427","0.007382","0.061753","0.010581","-0.035835","-0.058577","0.022741","0.046416","0.043143","0.003273",
"Jul 2014","84.9149588316606","87.2599479633493","85.0191624198311","83.9470420735505","85.9359106826032","89.2226385466844","90.9318511830831","84.1329931465233","89.047279586635","78.128198859874","79.5907510088363","70.0540229815551","85.5532022023082","77.2676230868588","73.4190953336417","85.0696674788491","0.274887","0.143664","-0.014405","0.030328","-0.044734","0.15807","0.025166","0.003948","0.128954","0.131223","0.069052","0.089355","-0.020303","0.06217","0.056151","0.006019",
"Ago 2014","85.2199651421359","87.4452159098926","85.397956989338","84.2515531480913","86.3782235551137","89.2383976879021","91.0757121482236","84.8995125476305","88.6988390236377","78.7790745340009","81.1438372754922","71.5296595049841","87.1547107698095","77.3876318249298","73.5314247927012","85.2052442678289","0.358987","0.162152","0.154799","0.05736","0.097439","0.007352","0.029477","0.04747","-0.069595","0.196834","0.173986","0.063593","0.110392","0.022848","0.014321","0.008526",
"Sep 2014","85.5963399242743","87.7014179584907","85.6719343253385","84.4250099396247","86.7381539604513","89.4790304691931","91.2464621457014","86.8220733970356","88.4896631104926","79.5052015885774","82.7805503911882","73.5886216867888","88.5274298363173","77.5779637600375","73.779941828395","85.277618696265","0.442241","0.223434","0.111564","0.032557","0.079007","0.11187","0.034862","0.118637","-0.04163","0.218806","0.182698","0.088415","0.094283","0.036107","0.031572","0.004535",
"Oct 2014","86.0696255784602","87.8474857561678","85.8159989056128","84.650552647565","86.8125482540098","89.6268528728689","91.3850751829804","86.8231829989372","88.6924232341164","80.9247467564583","82.8665454978693","73.897298325379","88.4742023750474","79.7821789825981","77.0474318637447","85.3262778669348","0.552698","0.126825","0.058405","0.042147","0.016258","0.06842","0.028176","6.8E-05","0.040175","0.425873","0.009556","0.013196","-0.003639","0.416316","0.41328","0.003035",
"Nov 2014","86.7637778712663","87.9892433821639","85.9198937613248","84.7286659640628","86.9384883785627","89.8017742716364","91.5347537557952","86.8231978860366","88.9474726580489","83.2185220104877","84.2067657688353","76.0324373083553","89.3174320629171","82.6370325662219","81.2522550766709","85.4443646526566","0.806772","0.122406","0.041888","0.014516","0.027371","0.080517","0.030258","0","0.050258","0.684365","0.148125","0.090781","0.057344","0.53624","0.528913","0.007326",
"Dic 2014","87.1889837129635","88.1934984399791","86.0789829835748","84.9259678286521","87.064902748985","90.0455898133311","91.6979270340035","86.8232127732093","89.3496112305006","84.2837470512461","87.0014283243006","81.0233714536719","90.7389651629899","82.6846446438776","81.2773437701067","85.53763794262","0.490235","0.17496","0.063628","0.036373","0.027254","0.111332","0.032722","0","0.078608","0.315274","0.306403","0.210504","0.095898","0.008871","0.00313","0.005741",
"Ene 2015","87.1101027705992","88.1644282257166","86.2659602270744","85.3201460126174","87.0747066901391","89.8272849298843","91.880965128602","87.1858507700166","88.5394456536553","84.0584885107481","86.3264149471704","76.7032259512922","92.3429223435867","82.724024951611","81.0490358374127","86.1196973395228","-0.091124","-0.024779","0.074417","0.072314","0.002103","-0.099197","0.036526","0.021872","-0.157596","-0.066344","-0.073646","-0.181323","0.107677","0.007301","-0.028349","0.035651",
"Feb 2015","87.2753771260292","88.4641764320644","86.5484125447933","85.3305776565314","87.5897583434906","90.1421825010728","92.0650548189313","87.5005910037972","88.9885862174319","83.8343251868213","85.570825321153","73.935954997637","92.8450546215779","82.8125565296239","81.0216891160022","86.4431467077683","0.189656","0.255738","0.112519","0.001915","0.110604","0.143219","0.03677","0.019","0.087448","-0.066082","-0.082512","-0.116252","0.033739","0.01643","-0.003398","0.019829",
"Mar 2015","87.6307169902037","88.6961606549979","86.6740066425203","85.3329338246736","87.8207306836727","90.4673531948876","92.2251057780245","87.547674763305","89.5693751926583","84.5466979892768","86.2015987536108","75.6523876106853","92.7970638217981","83.5729429641598","82.0674707656159","86.624957053077","0.407155","0.197549","0.049937","0.000431","0.049505","0.147611","0.031908","0.002837","0.112866","0.209606","0.068752","0.07197","-0.003218","0.140854","0.129729","0.011125",
"Abr 2015","87.4038403750225","88.8342602707277","86.9150308703939","85.5085968000035","88.1176439868219","90.5153017616761","92.4066685176549","87.5682340167986","89.4887429731439","83.2660022937289","86.4269962401503","75.4054149495683","93.3177915246705","81.4060516513947","78.8006311095851","86.6879693173515","-0.258175","0.117123","0.095445","0.032064","0.063381","0.021678","0.03605","0.001233","-0.015605","-0.375299","0.024467","-0.010313","0.034781","-0.399767","-0.403607","0.00384",
"May 2015","86.9673658272733","88.9371066634065","86.9843493221487","85.5473241584303","88.2131202591099","90.6475150762988","92.5383125347857","87.6131610524558","89.6486044091022","81.2665378699281","85.2430349802794","74.7682433478675","91.7919722773486","78.9267395406699","75.0747939337697","86.7357128801207","-0.499996","0.08745","0.027521","0.007087","0.020433","0.059929","0.026206","0.002703","0.03102","-0.587446","-0.128857","-0.026677","-0.102179","-0.458589","-0.461506","0.002917",
"Jun 2015","87.1131077588797","89.12294352238","87.1656645820351","85.7513387813558","88.3750257561853","90.8373123768385","92.6922838965319","87.6812297238088","89.9128984245048","81.2956192081171","85.0355396109874","74.7034666954082","91.4952478369312","79.0950242454019","75.2849478709942","86.8191169156388","0.167399","0.158812","0.072348","0.037523","0.034825","0.086463","0.030804","0.004115","0.051542","0.008587","-0.022696","-0.002725","-0.01997","0.031283","0.026161","0.005121",
"Jul 2015","87.2408197608029","89.2767387839773","87.1174711699255","85.8495808937618","88.2016183108","91.1680283030327","92.8261528583043","87.8003357772605","90.5111692540533","81.3503185171067","85.1158900774871","76.3101526678102","90.6213191279953","79.134630236393","75.3358436367037","86.835835369197","0.147335","0.13121","-0.019198","0.018038","-0.037236","0.150408","0.026738","0.00719","0.11648","0.016124","0.008774","0.067494","-0.05872","0.00735","0.006325","0.001024",
"Ago 2015","87.4248752929864","89.4559964866826","87.4141116583952","86.0136602508805","88.611609121621","91.2444711295426","92.9647467578041","88.702313660375","90.2678856855514","81.5462148440529","85.3123310655641","77.1671609238438","90.4047673071887","79.330206080947","75.4278842983062","87.2413060477256","0.210371","0.152708","0.117993","0.030083","0.08791","0.034714","0.027641","0.054369","-0.047296","0.057662","0.021419","0.035948","-0.014528","0.036242","0.011422","0.02482",
"Sep 2015","87.7524190155658","89.7877617837903","87.848644213172","86.3241817159175","89.1521810325538","91.4862232035709","93.1015474488088","90.5327094554923","90.1247293671943","81.8616775479903","86.0720052838172","78.7217672389594","90.6674425740203","79.3842916657293","75.3395813437271","87.5840531092864","0.374697","0.282035","0.17248","0.056813","0.115666","0.109555","0.027226","0.110101","-0.027772","0.092661","0.08266","0.065073","0.017586","0.010001","-0.010935","0.020936",
"Oct 2015","88.2039185047178","90.0135254606832","88.1561280919972","86.6672443859918","89.4292422117671","91.6404086471394","93.2050783712354","90.5418765300321","90.3758452311753","82.9680802308015","86.1099907723558","79.2533715193478","90.3968129960366","81.1193583955246","77.8220309502686","87.8039652771798","0.514981","0.191206","0.121594","0.062533","0.059061","0.069612","0.020528","0.000549","0.048534","0.323774","0.004117","0.022169","-0.018051","0.319656","0.306273","0.013383",
"Nov 2015","88.6854678766753","90.0451813480627","88.3190670634878","86.9063756483989","89.5270307078723","91.5570744704179","93.373431871612","90.5419419030873","90.0084487763126","84.7522617461168","86.4833696512787","80.7416455740928","90.0731490261975","83.7336659137703","81.6771675541072","87.9027644685134","0.546115","0.026673","0.064104","0.043365","0.020738","-0.037431","0.033209","3E-06","-0.070645","0.519442","0.040268","0.061746","-0.021478","0.479174","0.473192","0.005981",
"Dic 2015","89.0468177174109","90.3206867064414","88.5066636031032","87.2048790975276","89.6197930088701","91.9095786345786","93.5436502499435","90.5452443030435","90.6562316118383","85.3594193512477","88.4975287405112","85.5779194508139","90.3228956634271","83.5129341401788","81.3286341972461","87.9411223234872","0.406684","0.230878","0.073404","0.053838","0.019566","0.157474","0.033395","0.000195","0.123882","0.175806","0.216044","0.199561","0.016483","-0.040237","-0.042547","0.002309",
"Ene 2016","89.3863813931126","90.494986695569","88.7343236246726","87.5281105817006","89.7657318201645","92.0371408921364","93.7743439500674","90.9548779909036","90.5905331827778","86.1786510539167","90.8734009719266","91.5534248308261","90.4482437212116","83.4162278181773","80.6925993510707","88.9377860790984","0.381727","0.145474","0.088719","0.058061","0.030657","0.056755","0.045076","0.024191","-0.012513","0.236252","0.25381","0.245571","0.008239","-0.017557","-0.07733","0.059772",
"Feb 2016","89.7777811166536","90.8194302850184","89.1644027157548","87.7696074487902","90.3570637284851","92.2690589809199","93.9973133131568","91.1513350540124","90.8426267473127","86.763346322749","92.4817954177299","94.1091820207972","91.4643381550116","83.3985714299261","80.4973722020357","89.2801153911891","0.437733","0.269758","0.166965","0.043215","0.12375","0.102792","0.043401","0.011557","0.047832","0.167975","0.171168","0.104632","0.066535","-0.003193","-0.023645","0.020452",
"Mar 2016","89.9100006009976","91.1447498542818","89.4694977324912","88.0612155155849","90.6736911612602","92.6120931141464","94.2199663985361","91.1612340539497","91.4124505983913","86.3361217657378","91.5565001923373","91.4372844203525","91.6310350034406","83.26441508977","80.2685790346918","89.3378144236154","0.147106","0.269307","0.117928","0.051954","0.065973","0.151379","0.043151","0.000579","0.107648","-0.122201","-0.098042","-0.10891","0.010868","-0.024158","-0.02759","0.003432",
"Abr 2016","89.6252779614159","91.345751738305","89.8411497284057","88.3914656206549","91.0807450705528","92.663623591307","94.4082160596294","91.1767605033002","91.3348859845169","84.6478635199932","90.284810239227","87.1977668170737","92.2148585412858","81.3310451872204","77.9123639091124","88.261670300095","-0.316041","0.16615","0.143443","0.058753","0.08469","0.022706","0.03643","0.000908","-0.014631","-0.482191","-0.134548","-0.172555","0.038007","-0.347643","-0.283723","-0.063919",
"May 2016","89.2256145201034","91.5410004785006","90.0710269368386","88.7862278596995","91.1696324488955","92.8285414644931","94.5918824589087","91.2208659380783","91.5180292198305","82.524336492071","89.5932933217401","84.7510244256651","92.6207249392893","78.3649135324457","73.7194479004871","87.7825743644771","-0.446527","0.161906","0.089005","0.070452","0.018552","0.072901","0.035656","0.002587","0.034657","-0.608433","-0.073396","-0.099902","0.026506","-0.535037","-0.506489","-0.028547",
"Jun 2016","89.3240278862912","91.7738478661214","90.3157372121637","89.1003556502263","91.3549852214408","93.0509982200969","94.7804694098441","91.3123492754797","91.8158423663599","82.2350565215121","88.3222609929072","82.8321035012156","91.754758595304","78.6533034215508","74.1116966046755","87.8604133264691","0.110693","0.19395","0.095173","0.056313","0.038859","0.098777","0.036775","0.005391","0.056609","-0.083256","-0.135509","-0.078702","-0.056807","0.052253","0.047594","0.004658",
"Jul 2016","89.5569144780335","91.9305234128225","90.3470071722867","89.1695315809234","91.3538425584992","93.317515765974","94.9745954672229","91.466177530692","92.191566030318","82.6894574561408","87.6411718519037","81.6787527138917","91.3689318344734","79.7758345492112","74.9212285938061","89.6174814330295","0.260992","0.130358","0.012148","0.012387","-0.000239","0.11821","0.037813","0.009056","0.07134","0.130634","-0.072533","-0.047251","-0.025282","0.203167","0.098118","0.105049",
"Ago 2016","89.8093334935994","92.1047162470205","90.6977770685912","89.2344154320165","91.9490677867986","93.3370458132151","95.1164616642056","92.3074639435847","91.8307981723399","83.1670543952935","87.9484343688304","82.643714899747","91.2649943922096","80.3536574373245","75.7529220850647","89.6806374557755","0.281501","0.144556","0.135916","0.011588","0.124327","0.008639","0.027562","0.049399","-0.068322","0.136945","0.032637","0.03943","-0.006793","0.104308","0.100542","0.003766",
"Sep 2016","90.357743854799","92.5434009061401","91.2900226223943","89.8275354184378","92.5405656310818","93.6412274081199","95.2587009788813","94.3984834442572","91.7470853191077","84.0331611876457","90.6713356667678","87.7929313762206","92.4709408403716","80.1272135345829","75.368923855261","89.7736003321316","0.610675","0.363026","0.228839","0.105636","0.123202","0.134186","0.027557","0.122438","-0.015809","0.247649","0.288412","0.209816","0.078595","-0.040762","-0.04629","0.005527",
"Oct 2016","90.9061542159986","92.8021489245561","91.6594283025382","90.28101804432","92.8380788281561","93.8030510459926","95.4308384512929","94.4011265411801","91.9476838252558","85.418343192587","90.6300851912186","87.7790558108771","92.4125753159865","82.3517182504445","78.6134407227519","89.9302545353706","0.606489","0.212822","0.141869","0.080276","0.061592","0.070953","0.033147","0.000153","0.037652","0.393666","-0.004342","-0.000561","-0.00378","0.398009","0.38875","0.009258",
"Nov 2016","91.6168339443476","93.010425318165","91.7744562861082","90.5571267695987","92.8153699516773","94.0930031612495","95.5985023635729","94.4011265411801","92.4529928083117","87.5842430339403","91.2908095470357","88.9669555381896","92.7437047190852","85.4032737300826","83.1212543395551","90.0295666218968","0.782111","0.170276","0.043909","0.048582","-0.004672","0.126366","0.032091","0","0.094275","0.611834","0.06914","0.047819","0.02132","0.542693","0.536859","0.005834",
"Dic 2016","92.0390347977643","93.4253392806337","92.0921856189804","91.0457679956052","92.986956007179","94.5930405563863","95.8022992737311","94.4011265411801","93.4119818823444","88.0280313324208","92.1731926096099","89.2644044105556","93.9917940859181","85.588989843934","83.298911375538","90.2316207454215","0.460972","0.336581","0.120346","0.085311","0.035034","0.216235","0.038704","0","0.17753","0.12439","0.091618","0.011881","0.079737","0.032771","0.020993","0.011777",
"Ene 2017","93.6038824448585","93.9661369686657","92.9465884671895","92.1422970083414","93.6343217055325","94.8591533704205","96.0802723399323","94.8595665719833","93.6062942060553","92.5551697458663","91.3595710095684","86.0548308326887","94.6761439796903","93.2586682894501","93.8538534386812","92.0520611779544","1.699787","0.436686","0.322136","0.190564","0.131572","0.114549","0.052549","0.026193","0.035806","1.263101","-0.084091","-0.127612","0.043521","1.347193","1.241566","0.105627",
